,Artist Name,Track Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
11986,Led Zeppelin,Immigrant Song - Remaster,77.0,0.564,0.932,-10.068,1,0.0554,0.013,0.349,0.619,112.937,146250.0,4,8
12011,Bruce Dickinson,All the Young Dudes,43.0,0.508,0.698,-8.829,1,0.0345,0.00591,0.294,0.466,80.47,228160.0,4,8
12028,Qoiet,saw BONES,34.0,0.428,0.979,-0.812,0,0.492,0.000958,0.526,0.32,149.863,147200.0,4,8
12030,Zakk Wylde,Sleeping Dogs,50.0,0.497,0.736,-7.096,0,0.0279,0.0835,0.287,0.376,80.943,276400.0,4,8
12037,The Workhorse Movement,Keep the Sabbath Dream Alive,27.0,0.57,0.919,-5.684,1,0.0403,0.00194,0.0589,0.451,104.408,255427.0,4,8
12040,Skid Row,Quicksand Jesus,48.0,0.248,0.805,-7.847,0,0.0463,0.000478,0.237,0.384,126.144,324307.0,4,8
12048,Matthew K. Heafy,Toss A Coin To Your Witcher,45.0,0.574,0.85,-4.993,0,0.0753,0.00312,0.12,0.188,120.0,179295.0,4,8
12054,Chez Kane,Rocket on the Radio,32.0,0.45,0.898,-7.959,1,0.0364,6.07e-05,0.226,0.702,143.988,330481.0,4,8
12057,Zeal & Ardor,Tuskegee,38.0,0.431,0.931,-4.644,1,0.117,0.00215,0.102,0.0379,142.927,228554.0,4,8
12065,Bruce Dickinson,Tears of the Dragon - 2001 Remastered Version,61.0,0.496,0.62,-7.458,0,0.0265,0.00386,0.114,0.279,140.06,384013.0,4,8
12070,David Maxim Micic,Living Room,44.0,0.615,0.883,-4.649,0,0.027,0.172,0.105,0.801,130.021,301034.0,4,8
12075,Caskets,Lost in Echoes,52.0,0.442,0.937,-6.693,0,0.0723,0.00368,0.0814,0.444,75.034,217815.0,4,8
12090,Heathen,The Blight,34.0,0.476,0.987,-3.684,1,0.115,1.33e-06,0.316,0.116,104.972,278027.0,4,8
12102,Enterprise Earth,Foundation of Bones,32.0,0.425,0.937,-8.555,0,0.128,8.18e-05,0.0469,0.164,104.931,204000.0,3,8
12107,Together to the Stars,Wither,19.0,0.464,0.965,-8.258,0,0.0823,1.11e-05,0.485,0.074,130.012,640250.0,4,8
12121,Murderdolls,White Wedding,42.0,0.435,0.916,-5.685,1,0.0786,5.3e-05,0.119,0.502,145.1,196547.0,4,8
12135,Iron Angel,Sacred Slaughter,2.0,0.279,0.963,-5.753,1,0.0747,6.96e-06,0.561,0.179,181.947,262213.0,4,8
12142,Lamb of God,Laid to Rest,65.0,0.366,0.956,-3.725,0,0.108,0.000293,0.449,0.159,104.016,230127.0,3,8
12152,In Deception,Forever // Always,36.0,0.395,0.954,-5.497,0,0.19,0.000172,0.207,0.17,161.075,211707.0,4,8
12160,Eleine,Where Your Rotting Corpse Lie (W.Y.R.C.L.),42.0,0.553,0.977,-6.422,1,0.0663,1.44e-05,0.0853,0.18,119.98,355880.0,4,8
12161,Five Horse Johnson,Mississippi King,44.0,0.41,0.95,-4.09,1,0.0379,0.00133,0.123,0.7,150.133,214600.0,4,8
12165,OMNIA,Shaman of Chaos,43.0,0.552,0.536,-11.684,1,0.0302,0.211,0.114,0.207,100.039,251107.0,4,8
12184,Judas Priest,Living After Midnight,64.0,0.61,0.824,-6.046,1,0.0534,0.0136,0.0606,0.819,134.992,210133.0,4,8
12193,Bow Down,At the Throne of Azathoth,20.0,0.492,0.977,-6.891,1,0.139,0.00326,0.296,0.171,107.528,240279.0,4,8
12216,1349,I Am Abomination,32.0,0.176,0.963,-4.817,0,0.154,2.97e-06,0.194,0.0512,123.779,250507.0,4,8
12227,Bathory,A Fine Day to Die,48.0,0.232,0.931,-8.804,1,0.0808,0.00413,0.0927,0.0371,122.684,516267.0,4,8
12230,LIONFIGHT,Heaviness,38.0,0.462,0.875,-6.767,0,0.0406,3.71e-05,0.0891,0.433,150.041,235500.0,4,8
12236,Angelus Apatrida,Betrayed,24.0,0.471,0.983,-3.092,1,0.0814,6.59e-06,0.35,0.336,92.489,365867.0,4,8
12245,Frozen Crown,Towards the Sun,38.0,0.488,0.964,-4.292,0,0.053,7.31e-05,0.294,0.47,99.966,339707.0,4,8
12285,Accept,The Undertaker,46.0,0.625,0.737,-8.438,0,0.0351,0.00939,0.228,0.224,124.999,338255.0,4,8
12344,Moonspell,The Greater Good,38.0,0.469,0.679,-11.528,1,0.0335,0.00373,0.442,0.129,134.087,304360.0,4,8
12353,Fu Manchu,Eatin' Dust,48.0,0.292,0.927,-5.142,0,0.081,0.000126,0.178,0.403,92.236,190800.0,4,8
12361,Ministry,Just One Fix,51.0,0.539,0.982,-4.495,1,0.0592,1.42e-05,0.371,0.145,132.984,310293.0,4,8
12375,Kill The Lights,Battery,33.0,0.175,0.972,-6.033,1,0.137,2.23e-05,0.0828,0.141,195.084,310547.0,4,8
12389,Black Sabbath,God Is Dead?,56.0,0.379,0.726,-4.935,0,0.0332,0.000193,0.0578,0.178,120.012,532267.0,4,8
12404,Greenleaf,Our Mother Ash,37.0,0.212,0.865,-7.755,1,0.0511,0.00259,0.0933,0.681,163.335,194867.0,4,8
12414,Joel Hoekstra’s 13,Hard to Say Goodbye,30.0,0.433,0.885,-3.897,0,0.0618,0.00427,0.214,0.493,123.104,284268.0,4,8
12423,Myles Kennedy,A Thousand Words,43.0,0.457,0.932,-4.402,0,0.0629,0.00193,0.337,0.327,110.013,221952.0,4,8
12434,The Night Flight Orchestra,White Jeans,45.0,0.514,0.823,-5.336,1,0.0425,0.000273,0.337,0.456,153.035,251507.0,4,8
12435,Spiritual Beggars,Wise As a Serpent,32.0,0.32,0.96,-7.01,1,0.055,0.00116,0.334,0.562,140.861,154307.0,4,8
12443,Designer Disguise,Undercurrent,45.0,0.384,0.885,-7.436,0,0.501,0.00465,0.498,0.294,155.151,204269.0,4,8
12455,Royal Thunder,Parsonz Curse,37.0,0.168,0.813,-6.856,1,0.051,0.000361,0.0922,0.291,156.969,417720.0,4,8
12483,Blackbriar,The Séance,46.0,0.35,0.835,-6.243,1,0.0515,0.00424,0.295,0.314,140.076,222367.0,4,8
12486,The Devil and the Almighty Blues,The Ghosts of Charlie Barracuda,40.0,0.298,0.584,-7.257,1,0.0322,0.0435,0.1,0.388,143.927,466382.0,3,8
12490,The Monolith Deathcult,Gone Sour Doomed,26.0,0.264,0.904,-7.795,1,0.113,0.000107,0.21,0.145,117.494,303502.0,4,8
12493,Rainbow,Long Live Rock N Roll,55.0,0.345,0.924,-7.767,0,0.0553,0.00376,0.122,0.434,142.378,261733.0,4,8
12494,Trivium,Strife,59.0,0.461,0.987,-1.711,0,0.108,3.58e-05,0.359,0.309,142.031,269266.0,4,8
12496,System Of A Down,Suite-Pee,60.0,0.263,0.89,-2.913,1,0.177,0.0022,0.306,0.286,190.389,151733.0,4,8
12523,American Head Charge,A Violent Reaction,43.0,0.463,0.965,-5.063,1,0.0734,9.6e-06,0.582,0.296,92.995,252200.0,4,8
12539,Meshuggah,Combustion,49.0,0.455,0.997,-4.992,0,0.0633,8.36e-06,0.138,0.529,110.021,248933.0,4,8
12558,Alice Cooper,Poison,72.0,0.28,0.908,-5.509,0,0.109,0.0327,0.18,0.26,118.698,270080.0,4,8
12571,Vertilizar,Nobody's Favorite,26.0,0.426,0.961,-2.859,1,0.066,7.66e-06,0.118,0.344,95.0,236000.0,4,8
12574,Imminence,Temptation,58.0,0.173,0.929,-4.231,1,0.0727,0.00177,0.175,0.2,80.041,223188.0,4,8
12582,Savatage,Edge of Thorns,42.0,0.407,0.668,-10.101,1,0.0378,0.00298,0.217,0.303,92.375,356160.0,4,8
12598,Annihilator,Armed To The Teeth,43.0,0.362,0.974,-4.481,0,0.105,4.4e-05,0.231,0.521,199.999,266015.0,4,8
12607,Spiritbox,Circle With Me,65.0,0.422,0.874,-4.606,0,0.0534,0.000166,0.143,0.392,102.743,233880.0,4,8
12620,Lindemann,Steh auf,59.0,0.396,0.956,-4.726,1,0.042,8e-05,0.0602,0.445,74.992,184080.0,4,8
12636,Jaded Star,A Pain all Mine,36.0,0.72,0.573,-7.598,0,0.0347,0.0421,0.0678,0.484,96.066,222251.0,4,8
12657,YAMANTAKA // SONIC TITAN,Yandere,21.0,0.323,0.815,-10.172,0,0.0627,1.54e-05,0.444,0.524,159.922,291187.0,4,8
12664,Dead Meadow,What Needs Must Be,45.0,0.274,0.606,-6.493,1,0.03,0.00962,0.115,0.685,77.336,256960.0,4,8
12674,Antariksh,Quest,27.0,0.305,0.8,-7.152,1,0.0435,0.000908,0.0693,0.273,114.007,374689.0,4,8
12688,Born Of Ire,Marionette,12.0,0.18,0.965,-6.382,0,0.153,4.87e-05,0.0698,0.223,172.935,300600.0,4,8
12700,Another Now,Outflow,31.0,0.478,0.9,-6.973,0,0.0857,0.000694,0.425,0.192,105.047,206857.0,4,8
12702,Exodus,The Toxic Waltz,53.0,0.262,0.988,-4.922,0,0.253,0.00655,0.132,0.227,91.319,290280.0,4,8
12705,August Burns Red,Pangaea,57.0,0.195,0.991,-3.615,1,0.209,1.4e-05,0.33,0.0853,96.541,270050.0,4,8
12706,Howling Giant,Rooster,33.0,0.186,0.922,-6.812,1,0.0877,0.000113,0.119,0.174,153.376,341786.0,4,8
12720,Bury Tomorrow,Black Flame - Single Edit,56.0,0.376,0.982,-3.779,0,0.0625,5.7e-05,0.16,0.15,148.926,233964.0,4,8
12739,Static-X,Push It,65.0,0.557,0.978,-3.965,1,0.0493,0.000393,0.287,0.499,149.887,154907.0,4,8
12762,Accuser,Phantom Graves,11.0,0.528,0.985,-3.665,1,0.0799,0.000171,0.445,0.208,101.995,239387.0,4,8
12767,Dream Theater,Space-Dye Vest,48.0,0.564,0.615,-8.957,0,0.0293,0.174,0.199,0.0814,101.888,449107.0,4,8
12783,RedHook,Kamikaze,47.0,0.567,0.954,-2.502,1,0.0796,0.000224,0.317,0.48,90.015,192920.0,4,8
12796,Spike 1000,Make Me Suffer,30.0,0.579,0.934,-4.324,1,0.0673,0.000469,0.234,0.638,93.978,179160.0,4,8
12830,Kyuss,Supa Scoopa and Mighty Scoop,43.0,0.263,0.679,-11.883,0,0.0498,0.202,0.0969,0.406,82.261,355869.0,4,8
12839,Rammstein,ZEIG DICH,62.0,0.545,0.942,-4.283,0,0.0417,0.00108,0.0585,0.365,165.066,255845.0,4,8
12842,Hidden Intent,Dead End Destiny,25.0,0.3,0.992,-2.401,0,0.285,0.000117,0.342,0.466,185.264,184053.0,4,8
12872,Mudvayne,Happy?,69.0,0.546,0.97,-2.661,0,0.097,0.000823,0.275,0.383,100.065,216427.0,4,8
12886,Writing The Future,As Above So Below,48.0,0.489,0.962,-5.497,0,0.105,0.000414,0.252,0.34,160.055,210000.0,4,8
12888,neànder,aas,30.0,0.201,0.74,-7.263,0,0.0427,0.000756,0.0859,0.107,104.003,543760.0,4,8
12908,CKY,Disengage the Simulator,43.0,0.324,0.846,-8.883,1,0.0596,0.000187,0.093,0.558,151.256,183653.0,4,8
12915,Faith No More,Midlife Crisis,59.0,0.669,0.656,-10.549,1,0.0413,0.00113,0.0989,0.464,108.098,259866.0,4,8
12920,Sixx:A.M.,"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",58.0,0.396,0.781,-5.148,1,0.0377,0.00158,0.185,0.201,145.06,254201.0,4,8
12932,Waldkauz,Dimna Juda,38.0,0.489,0.522,-9.878,0,0.0313,0.856,0.1,0.0972,139.966,221493.0,4,8
12940,Blue Stahli,Lakes of Flame,48.0,0.521,0.929,-6.135,0,0.05,1.03e-05,0.365,0.45,104.004,218203.0,4,8
12946,Killitorous,Married with Children,25.0,0.401,0.989,-3.144,1,0.165,1.06e-05,0.0771,0.103,125.011,196325.0,4,8
12974,The Ocean,Pleistocene,36.0,0.456,0.841,-7.015,0,0.0546,0.00371,0.0898,0.533,139.981,400200.0,4,8
12976,Motörhead,Whiplash,48.0,0.408,0.973,-5.605,0,0.135,2.44e-05,0.172,0.329,163.156,229500.0,4,8
12984,Green Lung,Let the Devil In,36.0,0.361,0.8,-5.253,1,0.0446,2.2e-05,0.0835,0.436,141.907,300227.0,4,8
12998,Steven Wilson,The Same Asylum As Before,44.0,0.479,0.831,-9.242,0,0.044,0.00912,0.341,0.531,78.975,314479.0,4,8
13001,Zig Zags,The Shout,19.0,0.196,0.893,-1.844,0,0.0484,1.62e-05,0.0782,0.26,91.327,271667.0,4,8
13017,Tygers Of Pan Tang,Love Potion No. 9,40.0,0.542,0.925,-5.357,1,0.0871,0.0137,0.49,0.419,143.156,124960.0,4,8
13025,The Atomic Bitchwax,So Come On,41.0,0.293,0.928,-4.865,0,0.095,4.2e-05,0.197,0.507,106.113,251973.0,4,8
13030,Ronnie Atkins,Scorpio,34.0,0.465,0.979,-7.443,1,0.0575,1.08e-05,0.0917,0.433,137.029,274547.0,4,8
13034,Kati Ran,Unnr | MINDBEACH,44.0,0.412,0.402,-11.421,0,0.0335,0.795,0.089,0.0362,121.076,576250.0,4,8
13047,Machine Head,Is There Anybody out There?,63.0,0.408,0.953,-3.883,1,0.226,0.00532,0.338,0.291,177.94,272666.0,4,8
13048,Deftones,Back to School (Mini Maggit),58.0,0.3,0.986,-3.022,1,0.107,0.000386,0.0924,0.256,85.117,237360.0,4,8
13056,Ghost,If You Have Ghosts,52.0,0.508,0.782,-4.838,0,0.0385,0.00271,0.0812,0.565,135.02,214880.0,4,8
13059,Nebula,To the Center,37.0,0.279,0.899,-6.588,1,0.0494,0.00135,0.107,0.402,132.209,391160.0,4,8
13067,Parkwood,Screwdriver,34.0,0.446,0.989,-4.131,1,0.155,0.00125,0.102,0.0437,105.955,197264.0,4,8
13071,Sepultura,Tainted Love,44.0,0.532,0.953,-4.09,1,0.102,0.000113,0.118,0.416,137.036,182188.0,4,8
13079,Animals As Leaders,An Infinite Regression,43.0,0.404,0.903,-6.237,1,0.108,0.000123,0.138,0.352,131.768,205853.0,5,8
13087,In Flames,Cloud Connected,58.0,0.48,0.908,-5.466,0,0.0452,5.45e-06,0.0932,0.313,95.084,220707.0,4,8
13093,Harakiri for the Sky,And Oceans Between Us,33.0,0.352,0.966,-6.302,0,0.0722,3.34e-05,0.403,0.393,155.019,537203.0,4,8
13116,Auðn,Verður von að bráð,22.0,0.236,0.876,-6.487,0,0.0866,4.75e-05,0.186,0.105,85.618,350027.0,4,8
13118,Ohhms,Alive! - Radio Edit,12.0,0.187,0.777,-5.267,0,0.0476,0.000669,0.167,0.293,139.905,312617.0,4,8
13120,Code Orange,Forever,44.0,0.306,0.883,-4.205,1,0.0855,1.21e-05,0.185,0.43,81.188,187947.0,4,8
13121,36 Crazyfists,Renegades,39.0,0.506,0.964,-2.494,0,0.215,2.21e-05,0.213,0.324,90.086,208907.0,4,8
13138,Devil Electric,All My Friends Move Like The Night,33.0,0.418,0.886,-3.6,1,0.0325,0.00112,0.0886,0.551,113.65,173808.0,4,8
13143,Divitius,Lucid - Instrumental,35.0,0.39,0.984,-4.257,0,0.149,0.000719,0.153,0.0973,149.922,270400.0,4,8
13181,Deafheaven,Dream House,45.0,0.1,0.804,-4.669,1,0.0768,6.84e-06,0.384,0.0954,82.211,554573.0,4,8
13183,Accept,Zombie Apocalypse,46.0,0.392,0.977,-6.009,0,0.101,3.78e-05,0.119,0.207,195.984,335360.0,4,8
13186,Black Sabbath,War Pigs,65.0,0.464,0.612,-12.019,1,0.0591,0.116,0.171,0.496,91.499,474400.0,4,8
13192,Drown This City,Borderline Existence,38.0,0.393,0.937,-3.562,1,0.0872,0.00105,0.269,0.152,155.035,187000.0,4,8
13193,Thessa,Rigel,34.0,0.234,0.943,-9.927,1,0.065,2.96e-06,0.116,0.29,114.823,283009.0,4,8
13196,Mustasch,You Are Killing Me,41.0,0.663,0.835,-5.194,1,0.0446,0.0039,0.594,0.327,140.023,232313.0,4,8
13199,Backyard Babies,Brand New Hate,22.0,0.382,0.957,-2.859,1,0.0613,7.24e-05,0.0902,0.7,181.094,179293.0,4,8
13204,Satyricon,Black Crow on a Tombstone,41.0,0.629,0.914,-5.199,1,0.0461,2.79e-05,0.325,0.322,119.904,230000.0,4,8
13212,Jason Bieler And The Baron Von Bielski Orchestra,Apology,15.0,0.18,0.919,-7.315,1,0.118,8.34e-05,0.151,0.252,169.951,287800.0,4,8
13229,Pain,Gimme Shelter,47.0,0.523,0.891,-5.726,1,0.0368,0.000347,0.128,0.228,120.011,238317.0,4,8
13232,MASTER BOOT RECORD,Virdem,34.0,0.31,0.921,-5.294,0,0.0598,1.27e-05,0.103,0.106,112.199,201350.0,4,8
13269,Tomorrow Is Lost,Hideaway,34.0,0.509,0.837,-4.86,0,0.0371,0.000435,0.337,0.569,97.568,242067.0,4,8
13284,Crazy Town,Butterfly,72.0,0.736,0.811,-4.17,0,0.081,0.00132,0.107,0.609,103.502,216733.0,4,8
13297,Corrosion Of Conformity,Albatross,53.0,0.344,0.911,-5.997,1,0.054,5.05e-05,0.0642,0.51,135.213,320333.0,4,8
13308,Pelican,Midnight and Mescaline,33.0,0.398,0.971,-5.34,1,0.0527,4.32e-05,0.257,0.276,156.237,296907.0,4,8
13311,Chronologist,Névé,33.0,0.296,0.892,-5.584,0,0.0925,0.00129,0.186,0.302,93.834,260225.0,3,8
13327,Marilyn Manson,mOBSCENE,52.0,0.548,0.954,-4.008,1,0.0806,5.49e-05,0.245,0.488,130.086,205720.0,4,8
13332,Chimaira,Power Trip,49.0,0.504,0.939,-4.357,1,0.0507,9.36e-05,0.103,0.402,94.048,166147.0,4,8
13346,Porcupine Tree,Lazarus,52.0,0.354,0.581,-6.074,1,0.0302,0.203,0.177,0.337,171.961,258587.0,4,8
13357,Entombed,"To Ride, Shoot Straight and Speak the Truth",40.0,0.166,0.995,-5.137,0,0.161,3.52e-05,0.639,0.0382,111.763,190813.0,4,8
13371,A Light Divided,Radio Silence,38.0,0.53,0.959,-7.005,0,0.0553,0.000114,0.394,0.392,120.012,188135.0,4,8
13391,Killswitch Engage,My Last Serenade,52.0,0.441,0.943,-4.996,1,0.138,0.000506,0.122,0.142,177.971,253760.0,4,8
13399,Scorpions,Rock You Like a Hurricane - 2015 - Remaster,67.0,0.402,0.873,-3.209,0,0.0586,0.00484,0.157,0.684,125.443,253667.0,4,8
13400,Wayward Sons,Even up the Score,31.0,0.364,0.968,-2.792,1,0.0547,6.92e-06,0.0904,0.626,166.857,185527.0,4,8
13406,Shadow of Intent,Dirge of the Void (Instrumental),34.0,0.431,0.978,-3.851,0,0.163,3.48e-06,0.0514,0.254,139.988,198661.0,4,8
13418,Black Orchid Empire,Death from Above,30.0,0.424,0.856,-6.342,1,0.0566,4.14e-05,0.39,0.0695,120.026,188413.0,4,8
13423,Within The Ruins,Black Heart,40.0,0.412,0.995,-2.851,0,0.216,9.19e-05,0.344,0.0936,145.02,275875.0,4,8
13424,WARGASM (UK),Spit. (Hyper's Deconstruction Remix),41.0,0.378,0.947,-4.441,1,0.0917,0.000668,0.346,0.172,99.97,229924.0,4,8
13425,Unprocessed,Fear,40.0,0.385,0.848,-7.009,0,0.0837,0.000185,0.0878,0.322,131.338,282566.0,4,8
13427,This Is Turin,Absolution,16.0,0.514,0.962,-4.14,1,0.137,0.000208,0.399,0.175,110.023,237886.0,4,8
13439,Transatlantic,The World We Used to Know,30.0,0.276,0.836,-7.396,0,0.0511,0.00266,0.219,0.411,136.62,561707.0,4,8
13448,Katla,Sálarsvefn,20.0,0.27,0.692,-7.614,1,0.0478,0.00262,0.446,0.039,119.926,405147.0,4,8
13453,Prong,"Snap Your Fingers, Snap Your Neck",55.0,0.668,0.788,-6.752,1,0.0424,7.48e-05,0.0792,0.692,137.38,251533.0,4,8
13455,Firewind,Maniac,51.0,0.3,0.884,-3.836,1,0.0504,0.000553,0.065,0.407,160.011,295440.0,4,8
13470,Afterlife,Burn It Down,43.0,0.508,0.855,-7.552,1,0.0619,0.000602,0.389,0.631,153.916,204032.0,4,8
13473,Cowboys & Aliens,Ghost In My Speaker,35.0,0.25,0.976,-5.978,0,0.0508,5.25e-06,0.238,0.737,161.61,257693.0,4,8
13499,Rivers of Nihil,The Silent Life,43.0,0.437,0.916,-6.515,0,0.0657,2.37e-05,0.306,0.255,99.995,394578.0,4,8
13508,Korn,Falling Away from Me,72.0,0.468,0.769,-7.036,1,0.041,0.00014,0.271,0.17,104.102,270920.0,4,8
13527,Carnifex,Seven Souls,43.0,0.181,0.949,-4.489,0,0.131,2.68e-06,0.181,0.0698,112.361,285726.0,3,8
13543,Armored Saint,Can U Deliver,45.0,0.498,0.858,-9.48,1,0.0564,0.0299,0.106,0.437,151.698,215307.0,4,8
13563,Devil Sold His Soul,Signal Fire,41.0,0.147,0.888,-6.105,0,0.0926,5.18e-05,0.366,0.203,161.293,413829.0,3,8
13576,Nekrogoblikon,The Many Faces of Dr. Hubert Malbec,43.0,0.52,0.982,-3.855,0,0.0502,0.00134,0.12,0.723,150.944,186137.0,4,8
13578,Evildead,Annihilation of Civilization,30.0,0.433,0.947,-12.672,0,0.0781,0.00549,0.383,0.251,99.824,257667.0,4,8
13580,Finger Eleven,Paralyzer,72.0,0.644,0.939,-3.486,0,0.0456,0.157,0.233,0.861,106.031,208107.0,4,8
13581,Mars Red Sky,Strong Reflection,49.0,0.416,0.466,-8.718,1,0.0363,0.00406,0.12,0.357,119.085,329627.0,4,8
13582,Asking Alexandria,The Final Episode (Let's Change Channel),60.0,0.213,0.957,-2.967,1,0.235,0.00156,0.394,0.157,196.118,242080.0,3,8
13584,Orden Ogan,Let the Fire Rain,51.0,0.406,0.945,-2.278,0,0.0673,4.95e-05,0.233,0.178,92.464,275746.0,4,8
13589,A,Nothing,69.0,0.508,0.33,-14.071,1,0.0265,0.259,0.114,0.101,96.818,286293.0,4,8
13605,Korn,Freak On a Leash,74.0,0.353,0.898,-5.877,1,0.052,2.23e-05,0.39,0.525,103.293,255733.0,4,8
13608,Venom,Black Metal,50.0,0.291,0.758,-12.103,1,0.0556,0.000918,0.291,0.446,80.601,221693.0,4,8
13615,Merrow,Spice Dealer,35.0,0.269,0.924,-4.446,1,0.0638,7.57e-05,0.0719,0.172,112.273,287939.0,3,8
13619,Ulver,I,40.0,0.149,0.908,-7.941,0,0.0862,1.71e-05,0.0713,0.147,143.237,471280.0,3,8
13627,Frost*,Terrestrial,31.0,0.435,0.841,-6.332,1,0.0532,0.00019,0.191,0.481,160.099,312453.0,4,8
13633,Pure Obsessions & Red Nights,A Lovely Day - Combichrist Remix,35.0,0.536,0.592,-9.145,1,0.0295,0.00118,0.0907,0.0549,100.015,376800.0,4,8
13650,Dark Funeral,The Secrets of the Black Arts,31.0,0.16,0.949,-4.002,1,0.102,2.17e-06,0.0986,0.0393,109.021,221427.0,4,8
13653,Empyrium,A Lucid Tower Beckons on the Hills Afar,32.0,0.271,0.575,-9.638,0,0.0291,0.00572,0.181,0.0867,110.849,382947.0,3,8
13659,Dead by April,Heartbeat Failing,56.0,0.422,0.919,-4.168,0,0.151,0.000245,0.21,0.279,149.989,243600.0,4,8
13669,Onlap,My Generation,45.0,0.472,0.993,-2.756,1,0.151,0.000978,0.364,0.215,94.969,213474.0,4,8
13691,Xile,Hollow Point,11.0,0.513,0.977,-1.821,1,0.145,0.000509,0.057,0.134,140.027,204657.0,4,8
13703,Prong,Beg To Differ,37.0,0.567,0.627,-12.229,1,0.0607,0.00678,0.14,0.704,94.869,254973.0,4,8
13707,We Butter The Bread With Butter,Klicks. Likes. Fame. Geil!,45.0,0.552,0.978,-3.873,1,0.173,0.000228,0.212,0.213,135.035,223434.0,4,8
13725,Fate DeStroyed,Crave,38.0,0.52,0.962,-4.294,1,0.131,7.92e-06,0.103,0.177,102.039,216451.0,3,8
13734,Edge Of Sanity,Black Tears,40.0,0.075,0.929,-5.371,1,0.107,4.51e-06,0.344,0.281,181.015,195587.0,4,8
13741,Angel Witch,Angel Witch,49.0,0.238,0.759,-12.476,1,0.0624,0.000407,0.608,0.732,193.044,203933.0,4,8
13764,Living Colour,Love Rears Its Ugly Head,50.0,0.615,0.477,-8.816,1,0.092,0.0558,0.231,0.731,156.008,259467.0,4,8
13778,Ozzy Osbourne,"Mama, I'm Coming Home",69.0,0.282,0.656,-6.557,1,0.0302,0.0105,0.0892,0.242,139.352,251867.0,4,8
13786,Mudvayne,King Of Pain,49.0,0.602,0.935,-4.802,0,0.0755,0.000844,0.0621,0.202,124.989,276307.0,4,8
13791,Claustrofobia,Riff Cult,19.0,0.312,0.987,-4.646,1,0.137,0.000351,0.279,0.187,107.271,216715.0,4,8
13796,Megadeth,Paranoid,51.0,0.355,0.973,-7.004,0,0.071,0.000359,0.142,0.628,187.385,152600.0,4,8
13799,Metallica,Wherever I May Roam,65.0,0.55,0.824,-7.848,0,0.0347,0.000362,0.0865,0.332,131.387,403867.0,4,8
13800,Enforced,Curtain Fire,30.0,0.332,0.995,-6.366,1,0.125,3.52e-05,0.0762,0.34,95.329,274816.0,4,8
13802,Silver Lake by Esa Holopainen,Ray of Light,38.0,0.462,0.821,-5.531,0,0.0418,0.012,0.179,0.337,129.941,211316.0,4,8
13841,Watain,Satan's Hunger,32.0,0.175,0.993,-3.179,1,0.143,5.81e-05,0.185,0.0396,123.699,405867.0,4,8
13848,Louisahhh,Chaos,52.0,0.585,0.969,-5.58,1,0.0587,0.00131,0.286,0.138,131.987,309107.0,4,8
13852,Holehearted,Forlorn,29.0,0.225,0.967,-2.785,1,0.247,0.000168,0.693,0.255,189.557,173403.0,4,8
13864,Fourth Circle,Survive,35.0,0.415,0.928,-3.045,1,0.0762,6.07e-05,0.0661,0.426,150.017,250600.0,4,8
13865,Mayhem,Deathcrush,48.0,0.219,0.908,-8.505,1,0.1,1.92e-06,0.319,0.208,121.476,212987.0,3,8
13870,Etherius,The Rivers of Sand and Blood,27.0,0.302,0.963,-6.881,0,0.142,1.26e-05,0.361,0.0901,200.051,206093.0,4,8
13872,Orgy,Karma Kastles,43.0,0.503,0.906,-4.627,1,0.0538,0.000553,0.127,0.723,151.001,243249.0,4,8
13894,Rob Zombie,Feel So Numb,61.0,0.566,0.889,-5.22,1,0.0426,4.3e-05,0.292,0.141,127.045,233667.0,4,8
13895,The Contortionist,Clairvoyant,42.0,0.295,0.772,-5.937,1,0.0448,2.84e-05,0.123,0.0407,89.942,457227.0,4,8
13898,Heilung,In Maidjan,52.0,0.357,0.565,-9.915,0,0.0419,0.216,0.98,0.218,158.032,758360.0,4,8
13903,Airbourne,"Too Much, Too Young, Too Fast",60.0,0.592,0.813,-7.154,1,0.0465,0.0014,0.336,0.384,114.038,224773.0,4,8
13908,Set and Setting,Ecdysis,25.0,0.504,0.879,-6.489,0,0.0575,8.34e-05,0.108,0.259,119.985,429093.0,3,8
13909,Dress the Dead,1969,39.0,0.437,0.932,-4.633,1,0.0745,0.00234,0.212,0.162,98.277,290259.0,4,8
13910,(Hed) P.E.,Suck It Up,40.0,0.619,0.871,-5.214,0,0.0837,0.000337,0.0585,0.412,91.507,235543.0,4,8
13935,Sakoya,Scarred,26.0,0.356,0.937,-7.337,1,0.0732,2.47e-05,0.123,0.239,192.039,260201.0,4,8
13937,Gonzalez,Dusted,28.0,0.242,0.948,-6.003,1,0.066,4.8e-05,0.215,0.601,147.049,235013.0,4,8
13938,Aerosmith,Cryin',72.0,0.445,0.856,-3.674,1,0.0327,0.000202,0.367,0.486,105.872,308333.0,3,8
13956,Nuclear Power Trio,A Clear and Present Rager,31.0,0.477,0.972,-5.858,0,0.0569,5.24e-05,0.136,0.397,122.002,186551.0,4,8
